Institue,Branch,Quota,Category,Gender,Opening,Closing
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Neutral,26082,43883
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)",HS,OPEN,Female,43889,43889
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female,36745,43891
National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Female,43898,43898
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,41224,43899
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,38375,43900
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Neutral,24207,43997
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,40468,44014
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Neutral,44024,44024
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,44098,44098
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female,30606,44100
National Institute of Technology Hamirpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female,44142,44142
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Female,44148,44148
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,37743,44274
National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Female,44280,44280
Malaviya National Institute of Technology Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,27994,44371
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Neutral,41776,44373
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,31491,44399
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,30900,44468
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,17078,44474
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female,24403,44522
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female,38974,44531
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,32187,44565
Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female,37292,44634
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,41684,44659
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,35097,44668
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Neutral,44751,44751
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)",HS,OPEN,Neutral,30763,44795
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",HS,OPEN,Female,44819,44819
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering  (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,29535,44834
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,40344,44955
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,41341,44960
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,44971,44971
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",OS,OPEN,Neutral,21547,45094
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,40057,45096
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,39826,45161
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,39935,45212
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,31305,45275
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,36006,45286
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,33067,45391
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",AI,OPEN,Female,45399,45399
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",OS,OPEN,Neutral,38622,45442
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",HS,OPEN,Female,45456,45456
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,37193,45502
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OPEN,Female,45505,45505
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",HS,OPEN,Neutral,44550,45516
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,45529,45529
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,45543,45543
National Institute of Technology  Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Neutral,43591,45559
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,42118,45574
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,39551,45711
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Neutral,45740,45740
National Institute of Technology Patna,"Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Neutral,45827,45827
National Institute of Technology  Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Neutral,2657,45933
"Birla Institute of Technology, Patna Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Neutral,28630,45956
National Institute of Technology  Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,42990,45959
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,40202,45980
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female,45992,45992
"Gati Shakti Vishwavidyalaya, Vadodara","B.Tech in Artificial Intelligenece and Data Science (Transportation and Logistics) (4 Years, Bachelor of Technology)",AI,OPEN,Female,41082,46146
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Female,46156,46156
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",HS,OPEN,Female,41130,46270
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,36801,46367
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,42153,46400
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female,32424,46520
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,46614,46614
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,44649,46667
National Institute of Technology  Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,35554,46675
National Institute of Technology Hamirpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,45178,46742
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,44273,46870
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,44880,46899
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,37487,46905
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female,35732,47018
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",OS,OPEN,Female,44034,47032
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,43281,47044
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female,43472,47049
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female,41167,47050
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,43284,47054
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,41613,47070
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,47116,47116
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN,Neutral,37547,47179
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Neutral,46142,47227
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Neutral,25038,47293
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,44990,47298
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,44822,47335
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,46509,47344
National Institute of Technology  Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female,42555,47349
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female,40490,47439
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,40623,47482
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,43594,47514
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female,45347,47534
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Neutral,42025,47663
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,45710,47676
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,38450,47728
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,44970,47854
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,35794,47888
National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female,40594,47916
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Neutral,36595,47939
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Neutral,39435,47967
